1	2 
2	2 
3	3 
4	1 
5	1 
6	3 
7	3 
8	2 
9	2 
10	4 
11	2 
12	4 
13	3 
14	4 
15	4 
16	4 
17	1 
18	4 
19	4 
20	1 
21	1 
22	1 
23	1 
24	2 
25	3 
26	1 
27	2 
28	1 
29	2 
30	3 
31	4 
32	3 
33	4 
34	1 
35	1 
36	1 
37	1 
38	3 
39	3 
40	2 
41	2 
42	1 
43	1 
44	2 
45	1 
46	2 
47	3 
48	2 
49	3 
50	4 
51	1 
52	3 
53	3 
54	2 
55	3 
56	2 
57	1 
58	3 
59	1 
60	4 
61	4 
62	4 
63	2 
64	2 
65	4 
66	1 
67	3 
68	2 
69	2 
70	2 
71	4 
72	2 
73	1 
74	2 
75	1 
76	3 
77	3 
78	4 
79	2 
80	4 
81	3 
82	2 
83	2 
84	3 
85	1 
86	4 
87	3 
88	3 
89	4 
90	3 
91	2 
92	4 
93	1 
94	1 
95	3 
96	2 
97	3 
98	1 
99	1 
100	4 
101	2 
102	3 
103	2 
104	4 
105	1 
106	4 
107	4 
108	4 
109	1 
110	3 
111	4 
112	3 
113	3 
114	2 
115	1 
116	3 
117	1 
118	2 
119	4 
120	3 
121	4 
122	2 
123	4 
124	4 
125	1 
126	3 
127	4 
128	4 
