1	2 
2	4 
3	3 
4	2 
5	3 
6	3 
7	3 
8	2 
9	3 
10	2 
11	2 
12	3 
13	1 
14	3 
15	4 
16	4 
17	2 
18	2 
19	2 
20	3 
21	4 
22	2 
23	2 
24	3 
25	3 
26	2 
27	3 
28	1 
29	2 
30	1 
31	4 
32	1 
33	4 
34	1 
35	3 
36	2 
37	3 
38	1 
39	2 
40	4 
41	1 
42	1 
43	3 
44	2 
45	1 
46	3 
47	1 
48	4 
49	4 
50	4 
51	1 
52	1 
53	4 
54	2 
55	1 
56	2 
57	4 
58	4 
59	2 
60	2 
61	1 
62	4 
63	2 
64	3 
65	4 
66	4 
67	3 
68	1 
69	1 
70	1 
71	1 
72	1 
73	4 
74	3 
75	2 
76	4 
77	3 
78	3 
79	2 
80	1 
81	4 
82	4 
83	1 
84	3 
85	2 
86	3 
87	1 
88	3 
89	3 
90	1 
91	4 
92	4 
93	4 
94	2 
95	3 
96	4 
97	2 
98	1 
99	4 
100	1 
101	2 
102	3 
103	1 
104	4 
105	4 
106	2 
107	1 
108	4 
109	1 
110	2 
111	3 
112	3 
113	2 
114	2 
115	3 
116	4 
117	1 
118	4 
119	3 
120	2 
121	3 
122	2 
123	4 
124	1 
125	1 
126	3 
127	4 
128	1 
