1	4 
2	4 
3	1 
4	4 
5	2 
6	4 
7	3 
8	4 
9	3 
10	1 
11	2 
12	4 
13	3 
14	4 
15	4 
16	1 
17	1 
18	4 
19	4 
20	1 
21	4 
22	4 
23	1 
24	3 
25	4 
26	1 
27	2 
28	3 
29	3 
30	1 
31	3 
32	2 
33	4 
34	4 
35	2 
36	4 
37	3 
38	2 
39	3 
40	4 
41	2 
42	1 
43	3 
44	1 
45	3 
46	1 
47	1 
48	2 
49	4 
50	4 
51	3 
52	4 
53	4 
54	2 
55	3 
56	4 
57	1 
58	1 
59	2 
60	4 
61	3 
62	2 
63	3 
64	3 
65	1 
66	3 
67	2 
68	4 
69	2 
70	2 
71	2 
72	1 
73	2 
74	1 
75	2 
76	1 
77	2 
78	3 
79	4 
80	2 
81	1 
82	4 
83	2 
84	3 
85	4 
86	3 
87	1 
88	2 
89	3 
90	3 
91	2 
92	3 
93	3 
94	1 
95	1 
96	4 
97	3 
98	3 
99	3 
100	1 
101	3 
102	1 
103	1 
104	2 
105	2 
106	3 
107	3 
108	2 
109	2 
110	1 
111	4 
112	3 
113	1 
114	4 
115	1 
116	1 
117	1 
118	1 
119	2 
120	2 
121	2 
122	4 
123	2 
124	2 
125	3 
126	4 
127	2 
128	1 
