1	3	0.980792
1	12	0.937854
1	15	1.00117
1	16	1.01415
1	20	1.04103
1	25	1.00276
1	33	0.935124
1	41	0.927695
1	57	0.926197
1	61	1.03033
1	75	0.995886
1	84	1.01849
1	111	1.01446
1	119	1.006
1	120	0.936796
1	121	0.935797
2	19	1.01252
2	22	0.935823
2	28	1.02805
2	34	0.967866
2	36	1.03168
2	40	0.897981
2	44	0.933447
2	45	0.96075
2	55	1.09174
2	58	1.01078
2	63	1.01727
2	78	1.06059
2	80	0.949819
2	100	0.994808
2	104	1.00377
2	125	1.02525
3	4	1.05247
3	21	1.10304
3	22	0.939541
3	28	1.03177
3	36	1.0354
3	38	0.950941
3	47	1.03076
3	52	1.02389
3	53	1.00977
3	57	1.05344
3	80	0.953537
3	82	1.05414
3	90	1.05939
3	108	0.968475
3	117	0.9526
3	128	0.940551
4	1	1.16279
4	8	1.00079
4	10	0.926053
4	20	0.98843
4	28	1.00128
4	63	1.03874
4	64	0.937879
4	67	0.936062
4	70	1.08333
4	74	0.991396
4	83	1.17113
4	85	0.889848
4	89	1.06785
4	92	0.925559
4	107	0.937354
4	109	0.990591
5	2	1.05405
5	3	1.0596
5	19	1.04888
5	26	1.05416
5	43	0.920047
5	47	1.0634
5	68	0.922191
5	70	0.848386
5	87	0.980547
5	103	0.972851
5	104	0.945475
5	109	0.937548
5	110	0.927412
5	116	1.05855
5	118	1.04663
5	125	1.06161
6	8	1.0329
6	9	1.01405
6	10	0.958166
6	17	1.08603
6	19	0.983433
6	20	1.02054
6	40	1.1059
6	67	0.968174
6	75	0.925503
6	87	1.05377
6	91	0.96311
6	92	0.957671
6	97	1.10591
6	99	0.959242
6	113	0.961808
6	127	0.948877
7	1	0.922751
7	32	0.989578
7	48	1.06769
7	56	0.918873
7	59	1.12732
7	60	1.01578
7	65	0.926525
7	68	1.01609
7	78	1.09619
7	92	1.16965
7	98	1.07446
7	109	1.03145
7	115	0.995907
7	119	0.999769
7	121	0.929571
7	127	0.987982
8	9	1.01348
8	13	1.10454
8	20	1.01998
8	33	0.873167
8	35	1.02414
8	40	1.10534
8	41	1.08378
8	50	0.980316
8	53	0.937705
8	71	1.0206
8	99	0.958676
8	100	0.988452
8	102	0.947064
8	106	0.961991
8	109	1.02214
8	112	0.95196
9	5	0.891101
9	10	0.948518
9	26	0.935266
9	34	0.967686
9	39	0.994972
9	40	1.09625
9	48	0.843394
9	68	1.01948
9	70	1.10579
9	74	1.01386
9	81	1.07815
9	105	1.01657
9	108	1.01211
9	112	0.942878
9	115	0.971219
9	124	0.954713
10	9	0.976437
10	22	1.14104
10	24	1.00003
10	42	1.08025
10	54	0.987491
10	60	1.01397
10	67	0.930564
10	98	0.936715
10	100	1.0458
10	102	0.910019
10	108	0.984147
10	110	0.999561
10	112	0.914915
10	113	1.02758
10	122	0.983631
10	124	0.92675
11	2	1.05066
11	31	1.07051
11	39	1.02132
11	40	0.940567
11	43	0.980658
11	46	0.971739
11	52	0.986911
11	59	1.13431
11	62	0.979009
11	69	1.01476
11	72	0.920548
11	79	0.993566
11	82	0.918659
11	95	0.992919
11	97	0.916112
11	116	1.04765
12	7	0.920963
12	9	1.04871
12	11	1.13418
12	19	1.03934
12	25	1.0072
12	41	0.932134
12	48	1.07835
12	49	1.0075
12	56	0.929538
12	57	0.930636
12	88	0.925725
12	94	1.11138
12	97	1.16181
12	101	0.984539
12	120	0.941234
12	121	0.940235
13	1	0.919345
13	23	1.0231
13	47	0.990091
13	49	0.993429
13	53	0.995571
13	69	0.976061
13	72	1.14808
13	75	0.991795
13	90	0.90174
13	98	1.07106
13	107	1.15275
13	111	1.00483
13	113	0.989841
13	115	0.992502
13	119	0.996364
13	120	0.927165
14	11	0.91969
14	16	1.04558
14	39	1.01639
14	50	1.00886
14	62	0.974074
14	72	0.915613
14	77	0.890647
14	79	0.988631
14	86	0.911973
14	87	1.12262
14	94	0.921378
14	95	0.987984
14	101	1.00529
14	104	0.995575
14	106	1.02241
14	125	0.995258
15	1	0.964327
15	17	0.944343
15	24	0.925018
15	35	0.995224
15	41	0.963045
15	49	1.03841
15	52	0.9203
15	56	0.960449
15	64	1.10655
15	72	1.07255
15	90	0.946721
15	106	1.0349
15	108	0.987274
15	115	1.03748
15	116	0.98104
15	127	1.02956
16	6	0.967832
16	7	0.959636
16	12	0.980965
16	13	0.952825
16	17	0.952105
16	21	0.893957
16	27	0.960039
16	49	1.04617
16	65	0.975862
16	69	1.0288
16	86	1.09975
16	110	0.976766
16	120	0.979907
16	121	0.978908
16	122	0.99488
16	127	1.03732
17	7	0.906533
17	12	0.927862
17	15	0.991178
17	24	0.995512
17	29	0.920634
17	32	0.985813
17	34	0.979053
17	42	0.914796
17	46	1.02553
17	48	1.06392
17	69	0.975701
17	96	1.10813
17	109	1.04232
17	113	0.98948
17	114	1.03953
17	122	1.05029
18	3	0.966931
18	11	0.917856
18	14	0.913901
18	17	1.14256
18	38	0.966011
18	39	1.01455
18	58	1.00797
18	59	1.13347
18	61	0.986939
18	66	1.06019
18	78	0.917535
18	83	0.927075
18	85	1.05478
18	104	0.99374
18	114	0.936747
18	125	0.982934
19	5	1.08778
19	13	1.10624
19	31	0.926762
19	36	1.02891
19	42	0.863667
19	63	1.01451
19	68	0.975829
19	73	0.947697
19	75	0.935625
19	77	1.11037
19	96	0.936107
19	107	1.09658
19	117	0.946111
19	122	0.999166
19	123	1.01558
19	125	1.02248
20	4	0.963024
20	6	1.0283
20	8	1.02676
20	19	0.986573
20	21	0.89126
20	38	0.982122
20	42	1.11173
20	51	1.02446
20	59	0.946742
20	64	0.963853
20	70	1.1093
20	89	1.0125
20	91	0.956972
20	103	0.956542
20	118	0.954673
20	128	1.06111
21	2	1.05844
21	3	1.06398
21	5	1.1313
21	26	1.05854
21	29	0.994917
21	33	0.827035
21	44	0.974196
21	45	0.908262
21	58	1.05153
21	63	1.05802
21	70	0.854196
21	88	1.02404
21	95	0.934103
21	96	0.979626
21	100	0.94232
21	118	1.05101
22	5	1.04955
22	16	1.0326
22	17	1.1419
22	21	1.05832
22	26	0.976795
22	36	0.990678
22	44	0.892448
22	50	1.02776
22	52	0.979177
22	77	1.07214
22	80	0.908819
22	103	1.07224
22	105	1.03351
22	111	0.997956
22	116	0.981183
22	125	0.984246
23	8	0.975419
23	11	0.955786
23	30	0.948824
23	45	1.02282
23	50	1.04495
23	61	1.02487
23	65	1.10266
23	66	1.09812
23	83	0.965005
23	84	0.944085
23	85	1.09271
23	86	0.948068
23	91	1.05087
23	104	1.03167
23	106	0.949542
23	122	0.985021
24	5	1.08193
24	17	1.07066
24	21	1.0907
24	22	0.927206
24	30	1.07842
24	32	0.947067
24	53	0.997434
24	54	1.00892
24	58	1.00216
24	72	1.06642
24	93	1.09087
24	106	0.938191
24	120	1.04763
24	123	1.00974
24	125	1.01663
24	128	0.928216
25	13	0.947237
25	16	1.05168
25	17	0.946516
25	21	0.883152
25	23	0.951838
25	30	1.08883
25	41	0.965218
25	57	0.96372
25	67	1.05913
25	81	0.967787
25	90	0.948893
25	91	1.04992
25	98	1.11821
25	99	1.09369
25	111	1.05198
25	119	1.04352
26	2	1.01683
26	3	1.02238
26	8	0.959242
26	11	1.05807
26	19	1.01166
26	28	1.02719
26	47	1.02618
26	49	0.93908
26	51	0.957062
26	56	1.04881
26	76	0.954513
26	80	0.94896
26	81	1.04335
26	84	1.03126
26	90	1.06723
26	116	1.02132
27	6	0.958064
27	7	1.06036
27	14	0.95194
27	33	1.08391
27	39	1.05259
27	41	1.07142
27	46	1.00301
27	52	0.925611
27	63	0.976314
27	65	1.10275
27	72	0.951817
27	75	1.01055
27	82	0.949928
27	85	1.09281
27	86	0.948177
27	98	0.867014
28	3	1.02763
28	19	1.01691
28	22	0.940218
28	24	1.00397
28	31	0.907317
28	51	0.967938
28	53	1.01045
28	57	1.07215
28	69	0.948073
28	89	1.00004
28	99	1.08934
28	102	1.06136
28	116	1.02658
28	117	0.953276
28	123	1.02275
28	128	0.941228
29	17	0.909818
29	20	1.00519
29	30	1.12834
29	32	0.996629
29	86	1.12846
29	88	0.922112
29	90	0.912196
29	93	0.933136
29	99	1.13321
29	100	1.0107
29	111	1.01528
29	113	1.0003
29	115	1.00296
29	119	1.00682
29	120	0.937621
29	124	1.15414
30	23	0.982563
30	28	1.00792
30	33	1.04916
30	39	1.01784
30	46	0.968259
30	48	0.893924
30	80	1.16332
30	83	0.930363
30	85	1.05806
30	86	0.913427
30	89	0.925125
30	91	1.12002
30	94	0.922832
30	101	1.00675
30	106	1.0187
30	117	1.10782
31	14	0.993613
31	16	0.953289
31	26	0.897219
31	30	0.990607
31	42	0.830099
31	43	1.0536
31	45	1.06461
31	60	0.941957
31	62	1.05195
31	66	1.13991
31	78	0.997247
31	89	1.00155
31	97	0.989055
31	98	0.8475
31	100	0.956581
31	115	0.933172
32	23	0.956962
32	46	0.96443
32	48	1.10685
32	54	0.921877
32	56	0.958033
32	57	0.959131
32	58	0.951607
32	65	0.965685
32	68	0.965863
32	69	1.01863
32	81	0.963198
32	83	1.11279
32	94	1.05563
32	100	1.04281
32	114	1.08246
32	127	1.02714
33	22	1.02587
33	27	1.05217
33	31	1.13452
33	37	0.899369
33	42	0.804149
33	43	1.04466
33	46	1.03575
33	61	1.05771
33	72	0.984554
33	75	1.04329
33	84	0.898712
33	85	1.12555
33	88	1.01235
33	96	0.997479
33	109	0.931669
33	126	1.0682
34	16	1.04368
34	46	0.959792
34	48	1.10344
34	64	1.11131
34	65	0.962277
34	67	1.05961
34	68	0.961225
34	69	1.01522
34	79	0.95969
34	88	0.950813
34	90	0.940897
34	109	0.976582
34	113	1.029
34	114	1.07905
34	120	0.966322
34	125	0.92193
35	4	0.964792
35	32	0.982956
35	36	1.01074
35	42	1.11349
35	48	0.849308
35	68	1.02475
35	74	1.01914
35	82	1.1027
35	91	0.958739
35	95	0.992324
35	103	0.958309
35	107	0.965096
35	110	1.0328
35	113	0.982323
35	122	1.01687
35	124	0.95999
36	3	1.02991
36	24	1.00626
36	28	1.03473
36	44	0.940126
36	48	0.842505
36	54	1.02421
36	55	1.09841
36	70	0.905615
36	76	0.96205
36	85	0.84507
36	87	0.950862
36	88	1.07546
36	96	0.945556
36	102	1.0844
36	120	1.07672
36	126	0.936566
37	9	1.01453
37	34	0.944747
37	41	1.06701
37	51	1.03109
37	70	1.11593
37	74	1.02399
37	76	1.06701
37	88	1.05341
37	91	0.963596
37	99	0.959727
37	103	0.963165
37	107	0.969952
37	108	1.02224
37	120	1.05467
37	122	1.02173
37	125	0.918075
38	2	1.00112
38	10	1.1029
38	23	1.01005
38	40	0.89103
38	45	1.01567
38	49	0.967109
38	50	1.0378
38	66	1.09097
38	85	1.08555
38	86	0.940913
38	101	1.03423
38	104	1.02451
38	108	1.00435
38	109	0.988895
38	110	0.97876
38	126	1.0282
39	11	0.972397
39	18	0.958858
39	32	0.971703
39	36	0.999489
39	37	0.958026
39	47	0.933061
39	59	1.0862
39	61	1.04148
39	72	0.96832
39	75	1.02705
39	82	0.966431
39	83	0.981616
39	86	0.964679
39	97	0.963883
39	110	0.98019
39	127	0.958139
40	9	1.0503
40	10	0.994423
40	19	0.943266
40	20	1.0568
40	25	0.915269
40	55	0.804785
40	60	1.08784
40	71	1.05743
40	76	1.03518
40	93	0.858424
40	97	1.06574
40	105	1.06247
40	108	1.05801
40	119	0.910437
40	122	1.0575
40	124	1.00062
41	5	0.932409
41	9	1.04871
41	16	1.01351
41	25	1.00212
41	29	0.929985
41	32	0.995163
41	34	0.988403
41	56	0.924458
41	63	1.03615
41	76	1.13125
41	81	0.929624
41	89	1.06527
41	106	0.998911
41	119	1.00535
