1	2 
2	1 
3	1 
4	4 
5	1 
6	4 
7	2 
8	4 
9	4 
10	4 
11	3 
12	2 
13	2 
14	3 
15	2 
16	2 
17	2 
18	3 
19	1 
20	4 
21	1 
22	1 
23	3 
24	1 
25	2 
26	1 
27	3 
28	1 
29	2 
30	3 
31	3 
32	2 
33	3 
34	2 
35	4 
36	1 
37	4 
38	3 
39	3 
40	4 
41	2 
42	4 
43	3 
44	1 
45	3 
46	3 
47	1 
48	2 
49	2 
50	3 
51	4 
52	1 
53	1 
54	1 
55	1 
56	2 
57	2 
58	1 
59	4 
60	4 
61	3 
62	3 
63	1 
64	4 
65	2 
66	3 
67	4 
68	4 
69	2 
70	4 
71	4 
72	3 
73	1 
74	4 
75	3 
76	1 
77	1 
78	3 
79	3 
80	1 
81	2 
82	3 
83	3 
84	1 
85	3 
86	3 
87	1 
88	2 
89	3 
90	2 
91	4 
92	4 
93	1 
94	3 
95	3 
96	1 
97	3 
98	2 
99	4 
100	2 
101	3 
102	4 
103	4 
104	3 
105	4 
106	2 
107	4 
108	4 
109	4 
110	4 
111	2 
112	4 
113	2 
114	2 
115	2 
116	1 
117	1 
118	1 
119	2 
120	2 
121	2 
122	4 
123	1 
124	4 
125	1 
126	3 
127	2 
128	1 
