1	4	4.02152
1	5	4.06073
1	12	4.47476
1	20	4.27239
1	39	4.25429
1	44	4.07456
1	49	4.26149
1	52	4.06734
1	53	2.43851
1	58	4.02396
1	62	4.05465
1	75	4.05656
1	77	4.05688
1	92	3.88882
1	94	4.05091
1	114	4.07243
2	9	5.34266
2	12	4.17741
2	31	3.97847
2	41	4.17094
2	45	4.16847
2	50	4.16595
2	59	3.97089
2	61	4.1839
2	64	3.9882
2	72	6.08786
2	74	3.96585
2	78	4.00296
2	107	4.16769
2	111	4.20693
2	115	4.19186
2	117	4.17169
3	9	4.02238
3	36	5.39495
3	37	4.24083
3	46	4.04416
3	51	4.23482
3	54	4.1991
3	60	4.06131
3	63	4.01648
3	79	4.01661
3	87	3.86634
3	95	4.0316
3	102	0.638941
3	110	4.26027
3	118	4.04904
3	123	4.26505
3	124	3.85539
4	1	4.13169
4	10	3.80307
4	20	4.17742
4	21	3.72942
4	22	3.78524
4	27	4.15867
4	44	3.9796
4	49	4.16652
4	58	3.92899
4	63	7.21041
4	71	3.97467
4	89	3.77126
4	91	3.97517
4	101	3.96248
4	103	4.18497
4	114	3.97746
5	1	4.14856
5	20	4.1943
5	21	3.7463
5	49	4.18339
5	52	3.98925
5	58	3.94587
5	62	3.97656
5	71	3.99154
5	89	3.78814
5	91	3.99205
5	94	3.97282
5	96	3.81141
5	104	3.99042
5	106	0.00417527
5	114	3.99434
5	120	3.97409
6	13	3.84134
6	14	3.83546
6	16	4.05572
6	23	3.79415
6	25	3.77524
6	28	4.28787
6	33	3.8557
6	53	4.02132
6	55	3.84026
6	56	3.80602
6	68	3.81218
6	76	4.01974
6	82	3.85131
6	100	4.00144
6	119	4.90024
6	128	4.02997
7	2	4.07476
7	12	4.08186
7	13	3.53295
7	21	7.95571
7	31	3.88292
7	36	4.10568
7	42	3.90532
7	47	3.64801
7	50	4.0704
7	61	4.08835
7	70	3.74728
7	81	3.7165
7	115	4.09631
7	119	3.92835
7	125	3.87546
7	127	4.08529
8	6	3.61904
8	13	3.79943
8	16	4.01381
8	23	3.75224
8	42	8.25545
8	56	3.76411
8	67	3.79264
8	68	3.77026
8	82	3.8094
8	90	4.19593
8	93	3.78312
8	102	4.13348
8	106	3.99558
8	112	3.76369
8	113	3.98526
8	126	3.96506
9	3	4.12986
9	24	3.90871
9	26	4.13844
9	30	4.13405
9	35	3.93885
9	40	7.46833
9	54	4.07333
9	57	4.10382
9	87	3.74057
9	90	0.00013436
9	95	3.90583
9	105	3.91538
9	108	3.95574
9	116	4.13123
9	118	3.92327
9	123	4.13927
10	5	3.89642
10	22	3.7159
10	44	3.91026
10	52	3.90304
10	58	3.85965
10	62	3.89034
10	72	3.86356
10	73	3.90938
10	74	7.223
10	84	3.90499
10	89	3.70192
10	91	3.90584
10	92	3.72451
10	94	3.88661
10	103	4.11563
10	114	3.90812
11	24	3.92194
11	32	3.92264
11	35	3.95208
11	37	4.12829
11	46	3.93162
11	54	4.08656
11	61	3.74078
11	85	4.09118
11	98	4.12018
11	108	3.96898
11	110	4.14773
11	116	4.14447
11	118	3.93651
11	121	3.90306
11	122	3.76367
11	123	4.15251
12	7	4.05689
12	19	5.70098
12	40	4.08838
12	42	4.06453
12	43	3.84461
12	45	4.23214
12	47	3.80723
12	59	4.03456
12	74	4.02952
12	81	3.87572
12	86	4.04135
12	88	4.23209
12	107	4.23136
