1	2 
2	3 
3	4 
4	2 
5	2 
6	1 
7	3 
8	1 
9	4 
10	2 
11	4 
12	3 
13	1 
14	1 
15	1 
16	1 
17	1 
18	4 
19	4 
20	2 
21	2 
22	2 
23	1 
24	4 
25	1 
26	4 
27	2 
28	1 
29	1 
30	4 
31	3 
32	4 
33	1 
34	1 
35	4 
36	3 
37	4 
38	3 
39	2 
40	3 
41	3 
42	3 
43	3 
44	2 
45	3 
46	4 
47	3 
48	3 
49	2 
50	3 
51	4 
52	2 
53	1 
54	4 
55	1 
56	1 
57	4 
58	2 
59	3 
60	4 
61	3 
62	2 
63	4 
64	3 
65	1 
66	4 
67	1 
68	1 
69	1 
70	3 
71	2 
72	2 
73	2 
74	3 
75	2 
76	1 
77	2 
78	3 
79	4 
80	2 
81	3 
82	1 
83	1 
84	2 
85	4 
86	3 
87	4 
88	3 
89	2 
90	1 
91	2 
92	2 
93	1 
94	2 
95	4 
96	2 
97	2 
98	4 
99	3 
100	1 
101	2 
102	1 
103	2 
104	2 
105	4 
106	1 
107	3 
108	4 
109	3 
110	4 
111	3 
112	1 
113	1 
114	2 
115	3 
116	4 
117	3 
118	4 
119	3 
120	2 
121	4 
122	4 
123	4 
124	4 
125	3 
126	1 
127	3 
128	1 
