1	4 
2	4 
3	4 
4	1 
5	3 
6	4 
7	3 
8	2 
9	3 
10	3 
11	3 
12	2 
13	3 
14	4 
15	3 
16	4 
17	2 
18	4 
19	3 
20	2 
21	1 
22	4 
23	3 
24	1 
25	1 
26	4 
27	2 
28	1 
29	2 
30	1 
31	3 
32	3 
33	1 
34	1 
35	4 
36	4 
37	3 
38	2 
39	2 
40	2 
41	2 
42	1 
43	3 
44	3 
45	2 
46	1 
47	1 
48	4 
49	3 
50	3 
51	1 
52	1 
53	2 
54	1 
55	4 
56	2 
57	1 
58	1 
59	2 
60	3 
61	1 
62	2 
63	1 
64	3 
65	3 
66	2 
67	3 
68	4 
69	1 
70	2 
71	3 
72	4 
73	1 
74	2 
75	4 
76	1 
77	2 
78	4 
79	1 
80	4 
81	1 
82	3 
83	2 
84	3 
85	1 
86	3 
87	4 
88	2 
89	1 
90	1 
91	3 
92	3 
93	4 
94	1 
95	2 
96	4 
97	4 
98	4 
99	2 
100	3 
101	4 
102	2 
103	2 
104	4 
105	3 
106	3 
107	2 
108	1 
109	2 
110	1 
111	3 
112	4 
113	2 
114	4 
115	2 
116	4 
117	4 
118	4 
119	3 
120	1 
121	1 
122	1 
123	4 
124	2 
125	4 
126	2 
127	3 
128	2 
