1	2 
2	3 
3	1 
4	1 
5	2 
6	3 
7	4 
8	3 
9	1 
10	2 
11	1 
12	1 
13	3 
14	2 
15	2 
16	1 
17	4 
18	1 
19	2 
20	3 
21	1 
22	2 
23	1 
24	1 
25	2 
26	2 
27	4 
28	4 
29	2 
30	2 
31	3 
32	1 
33	1 
34	1 
35	1 
36	2 
37	4 
38	1 
39	4 
40	4 
41	1 
42	1 
43	4 
44	4 
45	3 
46	3 
47	3 
48	3 
49	3 
50	3 
51	4 
52	4 
53	4 
54	1 
55	3 
56	3 
57	2 
58	2 
59	4 
60	3 
61	4 
62	3 
63	2 
64	2 
65	1 
66	4 
67	4 
68	2 
69	3 
70	4 
71	2 
72	1 
73	3 
74	1 
75	2 
76	4 
77	3 
78	4 
79	1 
80	4 
81	4 
82	4 
83	1 
84	1 
85	4 
86	3 
87	3 
88	2 
89	4 
90	2 
91	1 
92	2 
93	3 
94	3 
95	4 
96	1 
97	4 
98	2 
99	4 
100	1 
101	4 
102	2 
103	1 
104	1 
105	4 
106	3 
107	3 
108	4 
109	3 
110	2 
111	3 
112	3 
113	2 
114	1 
115	3 
116	2 
117	2 
118	2 
119	3 
120	1 
121	3 
122	3 
123	2 
124	4 
125	2 
126	4 
127	2 
128	1 
