1	3 
2	2 
3	1 
4	1 
5	2 
6	3 
7	1 
8	1 
9	3 
10	4 
11	2 
12	1 
13	1 
14	1 
15	2 
16	4 
17	4 
18	2 
19	4 
20	3 
21	4 
22	1 
23	2 
24	3 
25	3 
26	1 
27	2 
28	3 
29	3 
30	3 
31	2 
32	4 
33	4 
34	1 
35	1 
36	4 
37	3 
38	3 
39	3 
40	4 
41	2 
42	4 
43	1 
44	4 
45	1 
46	3 
47	4 
48	2 
49	2 
50	2 
51	1 
52	3 
53	1 
54	3 
55	1 
56	3 
57	1 
58	2 
59	2 
60	4 
61	1 
62	2 
63	2 
64	1 
65	4 
66	1 
67	1 
68	2 
69	1 
70	1 
71	4 
72	4 
73	3 
74	4 
75	4 
76	3 
77	1 
78	3 
79	2 
80	1 
81	1 
82	4 
83	2 
84	2 
85	4 
86	3 
87	2 
88	3 
89	1 
90	2 
91	1 
92	2 
93	1 
94	4 
95	4 
96	2 
97	3 
98	3 
99	4 
100	2 
101	4 
102	3 
103	2 
104	2 
105	2 
106	3 
107	4 
108	1 
109	4 
110	4 
111	3 
112	4 
113	3 
114	2 
115	3 
116	3 
117	3 
118	1 
119	1 
120	4 
121	2 
122	3 
123	2 
124	4 
125	4 
126	3 
127	2 
128	4 
