in-degree distribution (probability density function of the degree in logarithmic bins) 
16	10.2781

in-degree distribution (degree-occurrences) 
16	1


--------------------------------------
out-degree distribution (probability density function of the degree in logarithmic bins) 
16	10.2781

out-degree distribution (degree-occurrences) 
16	1


--------------------------------------
community distribution (size-occurrences)
32	1


--------------------------------------
mixing parameter (in-links)
0.0625	0.335938
0.125	0.664062

--------------------------------------
mixing parameter (out-links)
0.0625	0.367188
0.125	0.601562
0.1875	0.03125

--------------------------------------
mixing parameter (weights)
0.0994848	0.015625
0.0996632	0.0078125
0.0998569	0.0390625
0.099997	0.851562
0.100136	0.0390625
0.100266	0.015625
0.100546	0.015625
0.100807	0.0078125
0.102426	0.0078125

--------------------------------------
internal weights (weight-occurrences)
0.903592	0.0103542
0.914024	0.0119891
0.927413	0.0250681
0.936686	0.0354223
0.94957	0.0414169
0.959196	0.0866485
0.970969	0.0577657
0.981563	0.0833787
0.993305	0.0588556
1.00429	0.116076
1.01491	0.103542
1.02705	0.0811989
1.03794	0.0877384
1.0485	0.0708447
1.06004	0.080654
1.07073	0.0299728
1.07879	0.00544959
1.09837	0.00435967
1.10192	0.00817439
1.1204	0.00108992

--------------------------------------
external weights (weight-occurrences)
0.0299631	0.107981
0.208132	0.0422535
0.349237	0.0469484
0.476984	0.0751174
0.638394	0.0657277
0.760206	0.0985915
0.933071	0.103286
1.0766	0.084507
1.21176	0.0985915
1.35592	0.0516432
1.50466	0.0516432
1.62423	0.0704225
1.78761	0.0375587
1.95362	0.0140845
2.03741	0.0187793
2.21961	0.0140845
2.3877	0.00938967
2.48238	0.00469484
2.85506	0.00469484
