1	2 
2	3 
3	2 
4	1 
5	4 
6	2 
7	3 
8	1 
9	2 
10	1 
11	2 
12	1 
13	4 
14	1 
15	3 
16	3 
17	2 
18	2 
19	2 
20	2 
21	3 
22	1 
23	1 
24	1 
25	1 
26	2 
27	3 
28	1 
29	1 
30	2 
31	2 
32	1 
33	3 
34	1 
35	4 
36	2 
37	4 
38	1 
39	3 
40	4 
41	4 
42	4 
43	3 
44	3 
45	4 
46	3 
47	4 
48	1 
49	2 
50	1 
51	2 
52	4 
53	1 
54	4 
55	2 
56	4 
57	1 
58	4 
59	4 
60	4 
61	4 
62	3 
63	2 
64	2 
65	1 
66	3 
67	1 
68	2 
69	2 
70	2 
71	4 
72	1 
73	3 
74	4 
75	4 
76	3 
77	1 
78	1 
79	3 
80	4 
81	2 
82	3 
83	3 
84	2 
85	3 
86	2 
87	4 
88	2 
89	4 
90	4 
91	1 
92	3 
93	2 
94	1 
95	2 
96	2 
97	4 
98	4 
99	4 
100	4 
101	2 
102	4 
103	1 
104	3 
105	3 
106	1 
107	3 
108	3 
109	4 
110	3 
111	1 
112	1 
113	2 
114	2 
115	4 
116	1 
117	3 
118	3 
119	3 
120	3 
121	3 
122	3 
123	2 
124	1 
125	4 
126	3 
127	4 
128	1 
